"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"espurr","677","There’s enough psychic power in Espurr to send a
wrestler flying, but because this power can’t be
controlled, Espurr finds it troublesome.","3","35","psychic","keen-eye|infiltrator|own-tempo","espurr|meowstic","False","False","False","190","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/espurr.gif","https://projectpokemon.org/images/shiny-sprite/espurr.gif"
"meowstic-male","678","The defensive instinct of the males is strong.
It’s when they’re protecting themselves or their
partners that they unleash their full power.","6","85","psychic","keen-eye|infiltrator|prankster","espurr|meowstic","False","False","False","75","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/meowstic-male.gif","https://projectpokemon.org/images/shiny-sprite/meowstic-male.gif"
"honedge","679","The blue eye on the sword’s handguard is the
true body of Honedge. With its old cloth, it
drains people’s lives away.","8","20","steel|ghost","no-guard","honedge|doublade|aegislash","False","False","False","180","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/honedge.gif","https://projectpokemon.org/images/shiny-sprite/honedge.gif"
"doublade","680","The two swords employ a strategy of rapidly
alternating between offense and defense to
bring down their prey.","8","45","steel|ghost","no-guard","honedge|doublade|aegislash","False","False","False","90","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/doublade.gif","https://projectpokemon.org/images/shiny-sprite/doublade.gif"
"aegislash-shield","681","Once upon a time, a king with an Aegislash
reigned over the land. His Pokémon eventually
drained him of life, and his kingdom fell with him.","17","530","steel|ghost","stance-change","honedge|doublade|aegislash","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/aegislash-shield.gif","https://projectpokemon.org/images/shiny-sprite/aegislash-shield.gif"
"spritzee","682","The scent its body gives off enraptures those
who smell it. Noble ladies had no shortage of
love for Spritzee.","2","5","fairy","healer|aroma-veil","spritzee|aromatisse","False","False","False","200","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/spritzee.gif","https://projectpokemon.org/images/shiny-sprite/spritzee.gif"
"aromatisse","683","The scents Aromatisse can produce range from
sweet smells that bolster allies to foul smells
that sap an opponent’s will to fight.","8","155","fairy","healer|aroma-veil","spritzee|aromatisse","False","False","False","140","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/aromatisse.gif","https://projectpokemon.org/images/shiny-sprite/aromatisse.gif"
"swirlix","684","The sweet smell of cotton candy perfumes
Swirlix’s fluffy fur. This Pokémon spits out
sticky string to tangle up its enemies.","4","35","fairy","sweet-veil|unburden","swirlix|slurpuff","False","False","False","200","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/swirlix.gif","https://projectpokemon.org/images/shiny-sprite/swirlix.gif"
"slurpuff","685","Slurpuff’s fur contains a lot of air, making it soft
to the touch and lighter than it looks.","8","50","fairy","sweet-veil|unburden","swirlix|slurpuff","False","False","False","140","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/slurpuff.gif","https://projectpokemon.org/images/shiny-sprite/slurpuff.gif"
"inkay","686","By exposing foes to the blinking of its
luminescent spots, Inkay demoralizes them,
and then it seizes the chance to flee.","4","35","dark|psychic","contrary|suction-cups|infiltrator","inkay|malamar","False","False","False","190","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/inkay.gif","https://projectpokemon.org/images/shiny-sprite/inkay.gif"
"malamar","687","It’s said that Malamar’s hypnotic powers played
a role in certain history-changing events.","15","470","dark|psychic","contrary|suction-cups|infiltrator","inkay|malamar","False","False","False","80","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/malamar.gif","https://projectpokemon.org/images/shiny-sprite/malamar.gif"
"binacle","688","If the two don’t work well together, both their
offense and defense fall apart. Without good
teamwork, they won’t survive.","5","310","rock|water","tough-claws|sniper|pickpocket","binacle|barbaracle","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/binacle.gif","https://projectpokemon.org/images/shiny-sprite/binacle.gif"
"barbaracle","689","Having an eye on each palm allows it to keep
watch in all directions. In a pinch, its limbs start
to act on their own to ensure the enemy’s defeat.","13","960","rock|water","tough-claws|sniper|pickpocket","binacle|barbaracle","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/barbaracle.gif","https://projectpokemon.org/images/shiny-sprite/barbaracle.gif"
"skrelp","690","Skrelp looks like a piece of rotten seaweed, so it
can blend in with seaweed drifting on the ocean
and avoid being detected by enemies.","5","73","poison|water","poison-point|poison-touch|adaptability","skrelp|dragalge","False","False","False","225","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/skrelp.gif","https://projectpokemon.org/images/shiny-sprite/skrelp.gif"
"dragalge","691","Dragalge generates dragon energy by sticking
the plume on its head out above the ocean’s
surface and bathing it in sunlight.","18","815","poison|dragon","poison-point|poison-touch|adaptability","skrelp|dragalge","False","False","False","55","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/dragalge.gif","https://projectpokemon.org/images/shiny-sprite/dragalge.gif"
"clauncher","692","By detonating gas that accumulates in its right
claw, this Pokémon launches water like a bullet.
This is how Clauncher defeats its enemies.","5","83","water","mega-launcher","clauncher|clawitzer","False","False","False","225","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/clauncher.gif","https://projectpokemon.org/images/shiny-sprite/clauncher.gif"
"clawitzer","693","Clawitzer’s right arm is a cannon that launches
projectiles made of seawater. Shots from a
Clawitzer’s cannon arm can sink a tanker.","13","353","water","mega-launcher","clauncher|clawitzer","False","False","False","55","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/clawitzer.gif","https://projectpokemon.org/images/shiny-sprite/clawitzer.gif"
"helioptile","694","The sun powers this Pokémon’s electricity
generation. Interruption of that process
stresses Helioptile to the point of weakness.","5","60","electric|normal","dry-skin|sand-veil|solar-power","helioptile|heliolisk","False","False","False","190","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/helioptile.gif","https://projectpokemon.org/images/shiny-sprite/helioptile.gif"
"heliolisk","695","One Heliolisk basking in the sun with its frill
outspread is all it would take to produce enough
electricity to power a city.","10","210","electric|normal","dry-skin|sand-veil|solar-power","helioptile|heliolisk","False","False","False","75","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/heliolisk.gif","https://projectpokemon.org/images/shiny-sprite/heliolisk.gif"
"tyrunt","696","Tyrunt is spoiled and selfish. It may just be
trying to frolic, but sometimes the ones it’s
trying to frolic with are gravely injured.","8","260","rock|dragon","strong-jaw|sturdy","tyrunt|tyrantrum","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/tyrunt.gif","https://projectpokemon.org/images/shiny-sprite/tyrunt.gif"
"tyrantrum","697","Complete restoration is impossible, allowing
room for theories that its entire body was
once covered in a feather-like coat.","25","2700","rock|dragon","strong-jaw|rock-head","tyrunt|tyrantrum","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/tyrantrum.gif","https://projectpokemon.org/images/shiny-sprite/tyrantrum.gif"
"amaura","698","Amaura was restored successfully, but it’s not
expected to live long because of the heat of the
current environment.","13","252","rock|ice","refrigerate|snow-warning","amaura|aurorus","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/amaura.gif","https://projectpokemon.org/images/shiny-sprite/amaura.gif"
"aurorus","699","This usually quiet and kindly Pokémon has a
surface temperature of around
–240 degrees Fahrenheit.","27","2250","rock|ice","refrigerate|snow-warning","amaura|aurorus","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/aurorus.gif","https://projectpokemon.org/images/shiny-sprite/aurorus.gif"
"sylveon","700","There’s a Galarian fairy tale that describes
a beautiful Sylveon vanquishing a dreadful
dragon Pokémon.","10","235","fairy","cute-charm|pixilate","eevee|vaporeon","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/sylveon.gif","https://projectpokemon.org/images/shiny-sprite/sylveon.gif"
"hawlucha","701","It always strikes a pose before going for its
finishing move. Sometimes opponents take
advantage of that time to counterattack.","8","215","fighting|flying","limber|unburden|mold-breaker","hawlucha","False","False","False","100","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/hawlucha.gif","https://projectpokemon.org/images/shiny-sprite/hawlucha.gif"
"dedenne","702","Since Dedenne can’t generate much electricity on
its own, it steals electricity from outlets or other
electric Pokémon.","2","22","electric|fairy","cheek-pouch|pickup|plus","dedenne","False","False","False","180","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/dedenne.gif","https://projectpokemon.org/images/shiny-sprite/dedenne.gif"
"carbink","703","To keep the jewels on their bodies free of
tarnish, packs of Carbink use their soft manes
to polish one another’s jewels.","3","57","rock|fairy","clear-body|sturdy","carbink","False","False","False","60","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/carbink.gif","https://projectpokemon.org/images/shiny-sprite/carbink.gif"
"goomy","704","Their horns are powerful sensors. As soon as
Goomy pick up any sign of enemies, they go into
hiding. This is how they’ve survived.","3","28","dragon","sap-sipper|hydration|gooey","goomy|sliggoo|goodra","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/goomy.gif","https://projectpokemon.org/images/shiny-sprite/goomy.gif"
"sliggoo","705","The lump on its back contains its tiny brain.
It thinks only of food and escaping its enemies.","8","175","dragon","sap-sipper|hydration|gooey","goomy|sliggoo|goodra","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/sliggoo.gif","https://projectpokemon.org/images/shiny-sprite/sliggoo.gif"
